content_hash,image_path,dataset,generator,label,clean_pred,clean_correct,min_pred,max_pred,prediction_range,max_clean_shift,flip_count,flip_rate,any_flip,incorrect_condition_count,clean_correct_but_failed,worst_shift_condition,worst_shift_pred,reliability
00485c040f9fbe3dcc76d8c05a3fb6856cf90170b08dc5740461cd879da8c3ef,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_000870_00485c040f9f.png,sid_set,flux,1,0.9939847588539124,True,0.9851142168045044,0.9959153532981873,0.010801136493682861,0.008870542049407959,0,0.0,False,0,False,Noise + JPEG,0.9851142168045044,0.9965268656017814
007476a50d585eac9d99a6edba22cb6763dd38366ce7c421115d660cf6100f85,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_001899_007476a50d58.png,sid_set,flux,1,0.9908925294876099,True,0.981376051902771,0.994978129863739,0.013602077960968018,0.009516477584838867,0,0.0,False,0,False,Noise + JPEG,0.981376051902771,0.9956237874734971
00763213a75a27e66c25b2fd7557613255b5a4dcbaba95a6847a38292bf2389b,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/b148a27d5b2d2e4e_00763213a75a.jpg,sid_set,none,0,4.099567377124913e-05,True,1.1323808394081425e-05,4.5079832489136606e-05,3.375602409505518e-05,2.9671865377167705e-05,0,0.0,False,0,False,Full Laundering,1.1323808394081425e-05,0.9548675042191389
007f983303718a780053d3089227961a2abdf2222f14d80903ec05f35d2a9932,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_004492_007f98330371.png,sid_set,flux,1,0.9530165791511536,True,0.45397984981536865,0.9848020672798157,0.530822217464447,0.4990367293357849,1,0.14285714285714285,True,1,True,Full Laundering,0.45397984981536865,0.8418144420919828
00bdefe8a1bdfe0519096b2af6ba8fa1b540a9b347d72a0fc53b1cadf334ad87,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_005207_00bdefe8a1bd.png,sid_set,flux,1,0.976102352142334,True,0.8671700954437256,0.9911280870437622,0.12395799160003662,0.1089322566986084,0,0.0,False,0,False,Noise + JPEG,0.8671700954437256,0.9471212336306681
00ee9ecc13f0bfee65fdb524b00ef30dcd02c475ce7adc8b817b75b4ed8a465e,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/0251927145882204_00ee9ecc13f0.jpg,sid_set,none,0,7.669405022170395e-05,True,0.00013730788487009704,0.09613478183746338,0.09599747395259328,0.09605808778724167,0,0.0,False,0,False,Full Laundering,0.09613478183746338,0.9628270716383691
00f825df24d4a427b372dbdf6fbb93f715f1755fd4a45712ccf54314b9be35a9,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/68e555b468defc4c_00f825df24d4.jpg,sid_set,none,0,0.00017594844393897802,True,6.255947027966613e-06,9.024242899613455e-05,8.398648196816794e-05,0.0001696924969110114,0,0.0,False,0,False,Extreme Repost,6.255947027966613e-06,0.9555044709252513
01186769dddc554e41fcc5cc9f9fe723c43a8bc8142e65b7d1a356d960cb0251,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_002757_01186769dddc.png,sid_set,flux,1,0.9953552484512329,True,0.9792455434799194,0.9964858293533325,0.017240285873413086,0.016109704971313477,0,0.0,False,0,False,Noise + JPEG,0.9792455434799194,0.9964249978251093
019a472709cbca3ba5eb0648eec1f53313b021f3810a678fe7a63a3546071da0,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_009233_019a472709cb.png,sid_set,flux,1,0.9884415864944458,True,0.7078991532325745,0.9928470253944397,0.28494787216186523,0.28054243326187134,0,0.0,False,0,False,Noise + JPEG,0.7078991532325745,0.9946724381485879
01abd443b1f507a82e6bbab1e24c8a9faa057838314c220604dfa9c0a8729877,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/2c63306b9a6a5293_01abd443b1f5.jpg,sid_set,none,0,9.545859711579396e-07,True,4.131867470391626e-08,5.240093514657929e-07,4.826906767618766e-07,9.132672964540234e-07,0,0.0,False,0,False,Noise + JPEG,4.131867470391626e-08,0.9967534503981671
