content_hash,image_path,dataset,generator,label,clean_pred,clean_correct,min_pred,max_pred,prediction_range,max_clean_shift,flip_count,flip_rate,any_flip,incorrect_condition_count,clean_correct_but_failed,worst_shift_condition,worst_shift_pred,reliability
00041937e4f37b69cde403465c6320590103901c4d8cfc3a68379a15ab16a28d,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/280 (6).jpg,cifake,unknown,1,0.9972171783447266,True,0.18129244446754456,0.9960622191429138,0.8147697746753693,0.815924733877182,2,0.2857142857142857,True,2,True,Extreme Repost,0.18129244446754456,0.9935974539251392
000fc948c07e08b58dc79af5d880d92756744f07911bc8669093391e2ef48a17,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/427 (9).jpg,cifake,unknown,1,0.9618313312530518,True,0.10478296130895615,0.9708974361419678,0.8661144748330116,0.8570483699440956,4,0.5714285714285714,True,4,True,Extreme Repost,0.10478296130895615,0.9838856350864652
001cd277f14036b5878199ac553d37686d4f03aebc06870e021d4a172a9e020a,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0451 (8).jpg,cifake,unknown,0,0.005347241647541523,True,0.0042110406793653965,0.06383305042982101,0.05962200975045562,0.05848580878227949,0,0.0,False,0,False,Extreme Repost,0.06383305042982101,0.9939552115343498
00363761698b1ce73465d57f20fc99f7272700ee430e25feefac92b214a38111,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/274 (7).jpg,cifake,unknown,1,0.9979793429374695,True,0.9619830846786499,0.9975581169128418,0.035575032234191895,0.03599625825881958,0,0.0,False,0,False,Aggressive Repost,0.9619830846786499,0.9936960455609066
00dbef30077d689fa95000b51614c78b1dec928d5b1b189faedf2f0b64f12298,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/486 (9).jpg,cifake,unknown,1,0.9872421026229858,True,0.059260230511426926,0.9828351140022278,0.9235748834908009,0.9279818721115589,2,0.2857142857142857,True,2,True,Extreme Repost,0.059260230511426926,0.9913315716927972
0114f445a6b9cdc2638c23b440ac7481fa07f750a19049be56c97e129647e851,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/687 (6).jpg,cifake,unknown,1,0.9886703491210938,True,0.04679027572274208,0.9824427366256714,0.9356524609029293,0.9418800733983517,4,0.5714285714285714,True,4,True,Full Laundering,0.04679027572274208,0.9898120410825365
0149a46acd58df0a61534e32c35ba30a0af8668b5af83fa6d879169a9f5c5737,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0041.jpg,cifake,unknown,0,0.007943677715957165,True,0.0064119878225028515,0.012218642048537731,0.00580665422603488,0.004274964332580566,0,0.0,False,0,False,Filtered Repost,0.012218642048537731,0.9928318358274945
015a46cc127a0c33eb3a9d1b737535259aaa4e6ebb9d12cfc8b6403ce9dfa879,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0676 (4).jpg,cifake,unknown,0,0.009109223261475563,True,0.005673791281878948,0.04408504441380501,0.03841125313192606,0.034975821152329445,0,0.0,False,0,False,Extreme Repost,0.04408504441380501,0.9932584287677815
01eeda31bf31970a1949351cfe972611651d2af649cc3cbeac86fc940b8ce702,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/744 (2).jpg,cifake,unknown,1,0.9905176758766174,True,0.00736734876409173,0.9638400077819824,0.9564726590178907,0.9831503271125257,6,0.8571428571428571,True,6,True,Blur + Resize + JPEG,0.00736734876409173,0.9100558061723985
020097071018271a1a5f3ead4e5d1de3cb2c74702a7faaef2e3feded9d3e64e2,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0082 (8).jpg,cifake,unknown,0,0.004949165042489767,True,0.0048968056216835976,0.07516036182641983,0.07026355620473623,0.07021119678393006,0,0.0,False,0,False,Extreme Repost,0.07516036182641983,0.9940754976152811
021fe806fd81061c284f884dffa1e615bb1b3093349a997f3aa5efb61eab388d,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/570 (10).jpg,cifake,unknown,1,0.9982201457023621,True,0.03202401474118233,0.9974262118339539,0.9654021970927715,0.9661961309611797,4,0.5714285714285714,True,4,True,Filtered Repost,0.03202401474118233,0.9936732090146503
0247b0cb031c1dbaf1b78ed9aced10e68400ec93439b656b9cac8ad924dda1ab,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0754 (6).jpg,cifake,unknown,0,0.00583080155774951,True,0.004725098609924316,0.02961924485862255,0.024894146248698235,0.02378844330087304,0,0.0,False,0,False,Extreme Repost,0.02961924485862255,0.9926067571281971
026c5e17204b39a562dd7225c2957df3d57309bafacc255193bd2c164fdfc47b,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0989 (2).jpg,cifake,unknown,0,0.0034553324803709984,True,0.008251925930380821,0.034382402896881104,0.026130476966500282,0.030927070416510105,0,0.0,False,0,False,Extreme Repost,0.034382402896881104,0.9736207624637467
02be67cd2a82da911a5c23c53af1e66672d623b1a15955f9f4efa3c38d6efafe,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/68 (8).jpg,cifake,unknown,1,0.9911022186279297,True,0.011712698265910149,0.9924582242965698,0.9807455260306597,0.9793895203620195,6,0.8571428571428571,True,6,True,Full Laundering,0.011712698265910149,0.9913092299106502
02c810d95cff8119792424b38ffbe0865504f821648c3cca696e8820d78b9eb7,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0534 (4).jpg,cifake,unknown,0,0.14615143835544586,True,0.018135547637939453,0.9519788026809692,0.9338432550430298,0.8058273643255234,1,0.14285714285714285,True,1,True,Mild Repost,0.9519788026809692,0.00023039231662118115
