content_hash,image_path,dataset,source,generator,label,condition_key,condition_name,logit,base_logit,raw_pred,pred,base_pred,prediction,base_prediction,correct,base_correct,gate_helped,gate_hurt,confidence,semantic_pred,forensic_pred,branch_disagreement,semantic_weight,forensic_weight,predicted_corruption,predicted_severity,attention_entropy,max_tile_attention,reliability,wrong_confidence
0a94880060c193913b554158595237723041ca8b8ddbe7dd00fde48fd88a201f,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/182 (6).jpg,cifake,cifake,unknown,1,repost_aggressive,Aggressive Repost,-24.860599517822266,-12.26856517791748,1.5965362712422326e-11,0.0032555090729147196,0.05599686875939369,0,0,False,False,False,False,0.9967444909270853,3.3492213993499553e-13,0.05006849765777588,0.05006849765744096,0.5250828266143799,0.47491714358329773,jpeg,0.5661691427230835,0.0,1.0,0.00162986056912346,0.9967444909270853
0a94880060c193913b554158595237723041ca8b8ddbe7dd00fde48fd88a201f,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/182 (6).jpg,cifake,cifake,unknown,1,filtered_repost,Filtered Repost,-24.1800479888916,-11.530816078186035,3.1531062483214356e-11,0.003805674146860838,0.0656835213303566,0,0,False,False,False,False,0.9961943258531392,3.881724802701214e-11,0.07253430783748627,0.07253430779866901,0.5329593420028687,0.46704068779945374,jpeg,0.5205701589584351,0.0,1.0,0.00162986056912346,0.9961943258531392
4fc8d2163646d80e5d6d7f54cfde62dea1b335afb0b48fc5b9dbd2e918eb1b6c,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/996 (4).jpg,cifake,cifake,unknown,1,blur_recompress,Blur + Resize + JPEG,-23.878520965576172,-11.867218971252441,4.2627526508631775e-11,0.004078160971403122,0.061086997389793396,0,0,False,False,False,False,0.9959218390285969,4.948872325935723e-14,0.031523171812295914,0.031523171812246426,0.5175794959068298,0.48242050409317017,jpeg,0.6712964177131653,0.0,1.0,0.007118318888172029,0.9959218390285969
1be262ae8bd80ead8c1ce6bc6afc0f2036eb7eda00349742017343a510711750,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/784 (6).jpg,cifake,cifake,unknown,1,full_laundering,Full Laundering,-23.466537475585938,-11.617399215698242,6.435943444849102e-11,0.004482135642319918,0.06447062641382217,0,0,False,False,False,False,0.9955178643576801,1.316589252984418e-13,0.10425376892089844,0.10425376892076678,0.5474844574928284,0.45251554250717163,jpeg,0.7190459966659546,0.0,1.0,1.0843375136641026e-06,0.9955178643576801
3880f7ed951d07cd9a5e5862e933a9dedddc27baee342fe7dee3120f86b123f8,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/972 (6).jpg,cifake,cifake,unknown,1,repost_aggressive,Aggressive Repost,-23.429845809936523,-11.502708435058594,6.676475344802313e-11,0.004519989248365164,0.06608179956674576,0,0,False,False,False,False,0.9954800107516348,1.4415072325905942e-13,0.10974891483783722,0.10974891483769307,0.5502680540084839,0.4497319459915161,jpeg,0.6711848378181458,0.0,1.0,0.0015891223460569384,0.9954800107516348
6a3850c031b9a5159b5fbc437b4ea23f3e01aa6d1de25347ca409dfbb5cc0bed,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/880 (4).jpg,cifake,cifake,unknown,1,full_laundering,Full Laundering,-23.421749114990234,-12.086153984069824,6.730752066808066e-11,0.004528384190052748,0.058258894830942154,0,0,False,False,False,False,0.9954716158099473,7.295599671261477e-13,0.0061324164271354675,0.006132416426405908,0.505649983882904,0.49435001611709595,jpeg,0.7384196519851685,0.0,1.0,6.728593282690004e-08,0.9954716158099473
af6033f38429e918e4d81e6af3e321b2bc7edc138b27c3e16069411103ec1874,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/738 (3).jpg,cifake,cifake,unknown,1,blur_recompress,Blur + Resize + JPEG,-23.193756103515625,-11.559554100036621,8.454340005847882e-11,0.004771289881318808,0.06527860462665558,0,0,False,False,False,False,0.9952287101186812,1.881727629618468e-12,0.010763014666736126,0.010763014664854399,0.5089296698570251,0.49107035994529724,jpeg,0.6503617763519287,0.0,1.0,0.8273393789959319,0.9952287101186812
5438e0748e0f79e428de6cff4fa70ba06e4939986185514b2f2e80b29e6fbf02,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/968 (4).jpg,cifake,cifake,unknown,1,repost_mild,Mild Repost,-22.931283950805664,-11.385954856872559,1.0991826893125278e-10,0.0050670248456299305,0.06776034832000732,0,0,False,False,False,False,0.9949329751543701,9.175094494925928e-13,0.021635526791214943,0.021635526790297434,0.5138430595397949,0.4861569404602051,jpeg,0.7552230358123779,0.0,1.0,9.915277033876908e-10,0.9949329751543701
d1867c0a7b3ad34c7194e3b9a2200499ea7a33b100459beb0cbd556a40264026,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/365 (2).jpg,cifake,cifake,unknown,1,blur_recompress,Blur + Resize + JPEG,-22.569515228271484,-10.867432594299316,1.5782801454644613e-10,0.005504748318344355,0.07570246607065201,0,0,False,False,False,False,0.9944952516816556,7.678986027777335e-13,0.04632437229156494,0.04632437229079704,0.5237504243850708,0.4762496054172516,jpeg,0.5768601894378662,0.0,1.0,0.006890713875023613,0.9944952516816556
3880f7ed951d07cd9a5e5862e933a9dedddc27baee342fe7dee3120f86b123f8,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/972 (6).jpg,cifake,cifake,unknown,1,blur_recompress,Blur + Resize + JPEG,-22.556293487548828,-10.77959156036377,1.5992862589797596e-10,0.005521438550204039,0.07712987065315247,0,0,False,False,False,False,0.994478561449796,3.080374497144156e-12,0.10725082457065582,0.10725082456757545,0.5493107438087463,0.45068925619125366,jpeg,0.692207932472229,0.0,1.0,0.0015891223460569384,0.994478561449796
