content_hash,image_path,dataset,source,generator,label,condition_key,condition_name,logit,base_logit,raw_pred,pred,base_pred,prediction,base_prediction,correct,base_correct,gate_helped,gate_hurt,confidence,semantic_pred,forensic_pred,branch_disagreement,semantic_weight,forensic_weight,predicted_corruption,predicted_severity,attention_entropy,max_tile_attention,reliability
2d504c2b3b46e0435fbaaa9760a0424d8929a1151129c24ddbaaf992119981f7,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_004269_2d504c2b3b46.png,sid_set,sid_set,flux,1,clean,Clean,9.64718246459961,3.3691699504852295,0.9999353885650635,0.9021425843238831,0.6847635507583618,1,1,True,True,False,False,0.9021425843238831,0.9993734955787659,0.006344796158373356,0.9930286994203925,0.5021646618843079,0.49783533811569214,crop,0.7148211598396301,0.9956983327865601,0.18901139497756958,0.0005542562109000952
cb6841b90433d08267cf843c6ad2acc47629695ab38eaced74a0c3fefe706b50,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_001582_cb6841b90433.png,sid_set,sid_set,flux,1,clean,Clean,13.488758087158203,4.903549671173096,0.9999985694885254,0.9571306705474854,0.7556618452072144,1,1,True,True,False,False,0.9571306705474854,0.9999991655349731,0.012190147303044796,0.9878090182319283,0.9998194575309753,0.00018061809532810003,clean,0.6668955683708191,0.9940527081489563,0.19391489028930664,0.835789661192495
4099224a506e7e0e2bd8e6f22ddd827bd4d58173ff05d2b4b3963d167f27cd29,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/a0e3699eae5f553c_4099224a506e.jpg,sid_set,openimages_v7,none,0,clean,Clean,-13.262751579284668,-0.29534024000167847,1.7380386907461798e-06,0.045056071132421494,0.4830060601234436,0,0,True,True,False,False,0.9549439288675785,0.0002613848773762584,0.9877148866653442,0.987453501787968,0.9992419481277466,0.000758038426283747,jpeg,0.5548744201660156,0.995529294013977,0.17769891023635864,0.7534084104480615
efa7132264dae04f8457825bb1cdf95563f2e99f29af39a4abf48296f57d2985,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/fee896ce745dc670_efa7132264da.jpg,sid_set,openimages_v7,none,0,clean,Clean,-35.977073669433594,-7.003719806671143,2.373315114499421e-16,0.000252534169703722,0.166227325797081,0,0,True,True,False,False,0.9997474658302963,7.744794389141774e-13,0.9871014356613159,0.9871014356605414,0.9994888305664062,0.0005111158243380487,jpeg,0.551755428314209,0.9432149529457092,0.24847422540187836,0.951414171163262
3f1a591555e41c14e276a3a1e37bee741363c273e8e4e24e522f5fcca437543b,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/d287149b398048bd_3f1a591555e4.jpg,sid_set,openimages_v7,none,0,clean,Clean,-48.10696029663086,-10.608077049255371,1.2805972621381081e-21,1.546965904708486e-05,0.07998824119567871,0,0,True,True,False,False,0.9999845303409529,3.2454689827459464e-18,0.9868599772453308,0.9868599772453308,0.999508261680603,0.0004917347687296569,jpeg,0.6389486193656921,0.9994252324104309,0.17704154551029205,0.9519295336047497
87d43e28b4136ea43887cc7769d4c5f4015d3eb910d9c68d33e8823683267e43,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_008094_87d43e28b413.png,sid_set,sid_set,flux,1,clean,Clean,17.001253128051758,6.671469211578369,1.0,0.9804404377937317,0.8228976726531982,1,1,True,True,False,False,0.9804404377937317,0.9999997615814209,0.013861829414963722,0.9861379321664572,0.9991758465766907,0.0008240898023359478,crop,0.7534576058387756,0.9984267354011536,0.1877633035182953,0.00016623967871432706
92ff15f3abc52eb5c18a8f09b956e8688d31e6a21bcd4108c1ca1a34d8a95024,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/bd67194bb8c79293_92ff15f3abc5.jpg,sid_set,openimages_v7,none,0,clean,Clean,-37.210384368896484,-11.392486572265625,6.914095690887379e-17,0.00019011706172022969,0.06766540557146072,0,0,True,True,False,False,0.9998098829382798,5.949377309430546e-16,0.983717679977417,0.9837176799774164,0.9993958473205566,0.0006042015738785267,jpeg,0.4609421193599701,0.9956854581832886,0.18234647810459137,0.9545541808371109
8f1fa790cc584053e6ca078812227627c0d3966a2fca4483e66477b49505396a,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/e43dcba3cb30348d_8f1fa790cc58.jpg,sid_set,openimages_v7,none,0,clean,Clean,-61.046138763427734,-13.94824504852295,3.0760883738274933e-27,7.863557129894616e-07,0.03873227909207344,0,0,True,True,False,False,0.999999213644287,1.2400664218649685e-21,0.9826180338859558,0.9826180338859558,0.99940025806427,0.000599751656409353,jpeg,0.559326708316803,0.9885746240615845,0.20907801389694214,0.9531500791245906
1c9072c04adb58c0fba25b1d87f3241c8e813004fa6d558651b0102cb137d38a,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/1ca76a25dd46a0da_1c9072c04adb.jpg,sid_set,openimages_v7,none,0,clean,Clean,-25.20890998840332,-5.387622833251953,1.1269624990151161e-11,0.0030053716618567705,0.22434920072555542,0,0,True,True,False,False,0.9969946283381432,3.951016847025812e-09,0.9809834361076355,0.9809834321566187,0.9990565180778503,0.0009434394305571914,jpeg,0.5762591361999512,0.9812788963317871,0.1972520798444748,0.9481120004145236
633881a6f99d535e751855946ab87f78ac57e1c30eb8a4572ed197870950cd08,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/001fdb66099bff5b_633881a6f99d.jpg,sid_set,openimages_v7,none,0,clean,Clean,-42.44527053833008,-8.782631874084473,3.683436818662281e-19,5.6965305702760816e-05,0.11689184606075287,0,0,True,True,False,False,0.9999430346942972,7.403553944156072e-16,0.9808176755905151,0.9808176755905144,0.999273955821991,0.000726010650396347,jpeg,0.6172243356704712,0.9574020504951477,0.21767809987068176,0.9515323805057747
