content_hash,image_path,dataset,source,generator,label,condition_key,condition_name,logit,base_logit,raw_pred,pred,base_pred,prediction,base_prediction,correct,base_correct,gate_helped,gate_hurt,confidence,semantic_pred,forensic_pred,branch_disagreement,semantic_weight,forensic_weight,predicted_corruption,predicted_severity,attention_entropy,max_tile_attention,reliability
28ec2fd2af06ca5d1b5b2efe17758ce9637a61117df9c9384bede5f13938e533,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0431 (5).jpg,cifake,cifake,unknown,0,clean,Clean,19.733123779296875,8.835928916931152,1.0,0.9894763231277466,0.8843690156936646,1,1,False,False,False,False,0.9894763231277466,0.999879002571106,0.9832791090011597,0.01659989356994629,0.5042848587036133,0.4957151710987091,crop,0.9825683832168579,0.0,1.0,0.0028047818437192786
b1474dcbc6067b8ce207fc5ac337f50d221f2db0fa9eb9f048bef4ece6a23786,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0636.jpg,cifake,cifake,unknown,0,clean,Clean,15.379952430725098,6.360899925231934,0.9999997615814209,0.9718384146690369,0.8122345209121704,1,1,False,False,False,False,0.9718384146690369,0.999983549118042,0.4213663637638092,0.5786171853542328,0.8111366629600525,0.1888633668422699,crop,0.9639207720756531,0.0,1.0,0.24695641156943018
244f11b12baa8d5915400df46c0a66544013dfd2adf0d4df9a2a6e01a2728f40,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0350 (3).jpg,cifake,cifake,unknown,0,clean,Clean,15.026155471801758,6.557919979095459,0.9999997615814209,0.9695211052894592,0.8190551400184631,1,1,False,False,False,False,0.9695211052894592,0.9998884201049805,0.5084208846092224,0.49146753549575806,0.778163731098175,0.22183623909950256,crop,0.7110806703567505,0.0,1.0,0.9530426628904136
a4c17ae0237e96db475c0dc1ebf58c6f5b7d3f33a224ec0864b2b17e16b1d836,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0615 (9).jpg,cifake,cifake,unknown,0,clean,Clean,14.5721435546875,5.9319071769714355,0.9999995231628418,0.9662757515907288,0.7967039942741394,1,1,False,False,False,False,0.9662757515907288,0.9995871186256409,0.8084383606910706,0.1911487579345703,0.5975455045700073,0.4024544954299927,crop,0.716506838798523,0.0,1.0,2.7048348294425046e-12
3c081baea688dc9823e7a35b8ebf2c150491da27ad85edab857ce3920d3a0315,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0686 (10).jpg,cifake,cifake,unknown,0,clean,Clean,14.339290618896484,5.692479610443115,0.9999994039535522,0.9644842743873596,0.7876289486885071,1,1,False,False,False,False,0.9644842743873596,0.9997218251228333,0.39454254508018494,0.6051792800426483,0.8425015211105347,0.15749850869178772,crop,0.9623584151268005,0.0,1.0,0.7300044943308959
ea2016de8dc4c52ea184cd8463a4450402c787c1623c7f071a5612e9c5949365,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0732 (7).jpg,cifake,cifake,unknown,0,clean,Clean,13.405572891235352,5.378769397735596,0.9999984502792358,0.9563378095626831,0.7752958536148071,1,1,False,False,False,False,0.9563378095626831,0.999816358089447,0.27519315481185913,0.7246232032775879,0.9258126616477966,0.07418737560510635,crop,0.8998124599456787,0.0,1.0,2.5211411809502677e-15
5c5046bf6d0b57562988914397697bbea9ad8749a2a1352b7a8880af0f1b97ab,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0468 (3).jpg,cifake,cifake,unknown,0,clean,Clean,11.97024154663086,3.4996769428253174,0.9999936819076538,0.9402593970298767,0.6912136673927307,1,1,False,False,False,False,0.9402593970298767,0.9998102784156799,0.032087456434965134,0.9677228219807148,0.998089611530304,0.0019103405065834522,crop,0.9384209513664246,0.0,1.0,2.0413976468095657e-05
f3a4ab960b02a540492b177549b80b82e8e89a135c19a30a5e2b559ecac0ff62,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0478 (3).jpg,cifake,cifake,unknown,0,clean,Clean,11.534475326538086,4.313673496246338,0.9999902248382568,0.9343681931495667,0.7297238707542419,1,1,False,False,False,False,0.9343681931495667,0.9991624355316162,0.9045936465263367,0.09456878900527954,0.5571358799934387,0.4428640902042389,crop,0.8513414859771729,0.0,1.0,1.8425751906530535e-07
fa616bfbc14ea78f9040696137712b5bd28dce628081eb7cab70f114c9b93375,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0939 (7).jpg,cifake,cifake,unknown,0,clean,Clean,10.645047187805176,3.7133986949920654,0.9999761581420898,0.9206359386444092,0.7016168236732483,1,1,False,False,False,False,0.9206359386444092,0.9994428753852844,0.09874872118234634,0.9006941542029381,0.8538823127746582,0.1461176574230194,clean,0.4464491307735443,0.0,1.0,9.045159473456249e-11
f9bd3b9b0692cdfca3fb22f2d00b9535c640c68445c5d30ed261ecd5dec425a0,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0393.jpg,cifake,cifake,unknown,0,clean,Clean,9.411253929138184,3.4469282627105713,0.9999182224273682,0.8972410559654236,0.6886153817176819,1,1,False,False,False,False,0.8972410559654236,0.989155113697052,0.9029412865638733,0.08621382713317871,0.5579480528831482,0.4420520067214966,crop,0.7248733043670654,0.0,1.0,0.9223327989167518
