content_hash,image_path,dataset,source,generator,label,condition_key,condition_name,logit,base_logit,raw_pred,pred,base_pred,prediction,base_prediction,correct,base_correct,gate_helped,gate_hurt,confidence,semantic_pred,forensic_pred,branch_disagreement,semantic_weight,forensic_weight,predicted_corruption,predicted_severity,attention_entropy,max_tile_attention,reliability
c03c2c37f2ed9c51d485f1c9d7ea160345873d71ff99cc0c1f07b375d6d95144,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_007600_c03c2c37f2ed.png,sid_set,sid_set,flux,1,blur_recompress,Blur + Resize + JPEG,-13.991408348083496,0.15019591152668,8.387029311052174e-07,0.038363952189683914,0.5086447596549988,0,1,False,True,False,True,0.9616360478103161,0.000741295691113919,0.9743481874465942,0.9736068917554803,0.9980517625808716,0.0019482168136164546,jpeg,0.7080568075180054,0.9984374046325684,0.17583125829696655,0.055242740154439716
4a1e81cca1aa9e0ab9bf8d396c5efcf2f3de9834585f892ffc93a4a537976cbe,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_000785_4a1e81cca1aa.png,sid_set,sid_set,flux,1,full_laundering,Full Laundering,-13.900551795959473,0.5535901784896851,9.184736313727626e-07,0.039143212139606476,0.531822919845581,0,1,False,True,False,True,0.9608567878603935,0.00040911659016273916,0.9806544184684753,0.9802453018783126,0.996791422367096,0.0032086160499602556,jpeg,0.7316237688064575,0.9975274205207825,0.18546637892723083,0.13581563132972166
4b1162a27bf264acbe303b4e46455cda59635165f182e23b555ab1f647a6d21d,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_008352_4b1162a27bf2.png,sid_set,sid_set,flux,1,full_laundering,Full Laundering,-13.551007270812988,0.231711283326149,1.302782038692385e-06,0.042285092175006866,0.5133346915245056,0,1,False,True,False,True,0.9577149078249931,0.00011948514293180779,0.9879270195960999,0.987807534453168,0.9991952776908875,0.0008047743467614055,jpeg,0.7342955470085144,0.9988710880279541,0.175491601228714,0.00012907916444330735
4a1e81cca1aa9e0ab9bf8d396c5efcf2f3de9834585f892ffc93a4a537976cbe,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_000785_4a1e81cca1aa.png,sid_set,sid_set,flux,1,repost_extreme,Extreme Repost,-13.392403602600098,0.6450005173683167,1.5266953141690465e-06,0.04378894716501236,0.5370597243309021,0,1,False,True,False,True,0.9562110528349876,0.0002121764700859785,0.9815031290054321,0.9812909525353462,0.9970718622207642,0.002928144531324506,jpeg,0.7011671662330627,0.9934009313583374,0.1947159618139267,0.13581563132972166
bb3709341771dc7b440d19f186e2f673963545566f78d7aef4698838abfb11db,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_004826_bb3709341771.png,sid_set,sid_set,flux,1,full_laundering,Full Laundering,-13.16392707824707,0.6537752747535706,1.9185727069270797e-06,0.04604529216885567,0.5375620126724243,0,1,False,True,False,True,0.9539547078311443,0.0024909984786063433,0.981230616569519,0.9787396180909127,0.9993972778320312,0.000602687185164541,resize,0.839236855506897,0.9917709231376648,0.20085956156253815,1.080271957304729e-10
df5ce12b5674274c31dee4531040bddefa7f94f473aa890a386a99cfdf6d78f8,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_007059_df5ce12b5674.png,sid_set,sid_set,flux,1,full_laundering,Full Laundering,-12.430126190185547,1.4061824083328247,3.996345640189247e-06,0.054062630981206894,0.5802434682846069,0,1,False,True,False,True,0.9459373690187931,0.00022539484780281782,0.9897975921630859,0.9895721973152831,0.9970212578773499,0.002978686476126313,jpeg,0.7004708051681519,0.9943469166755676,0.19292543828487396,4.263664465043456e-06
eb062cf3648fc623ec88ebebd037bf7e9f64cd82db3293434313e78e871dccc4,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_001394_eb062cf3648f.png,sid_set,sid_set,flux,1,repost_extreme,Extreme Repost,-12.34539794921875,0.12164931744337082,4.349706159700872e-06,0.05506903678178787,0.5070019960403442,0,1,False,True,False,True,0.9449309632182121,6.456991104641929e-05,0.9826179146766663,0.9825533447656198,0.9982482194900513,0.0017517802771180868,jpeg,0.5701735615730286,0.9866141080856323,0.22814157605171204,0.08640673009755703
4a1e81cca1aa9e0ab9bf8d396c5efcf2f3de9834585f892ffc93a4a537976cbe,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_000785_4a1e81cca1aa.png,sid_set,sid_set,flux,1,filtered_repost,Filtered Repost,-12.257039070129395,0.8324517011642456,4.75153001389117e-06,0.0561373196542263,0.5477718114852905,0,1,False,True,False,True,0.9438626803457737,0.001839382923208177,0.9624449014663696,0.9606055185431615,0.9952046871185303,0.004795383661985397,resize,0.7503975629806519,0.9719654321670532,0.22494472563266754,0.13581563132972166
30072ac2a18029307d4db14098537340025658143df7e5b2108e71c9c22e785a,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_006172_30072ac2a180.png,sid_set,sid_set,flux,1,filtered_repost,Filtered Repost,-12.181610107421875,0.6451860070228577,5.123794835526496e-06,0.05706468224525452,0.5370703339576721,0,1,False,True,False,True,0.9429353177547455,0.001450094860047102,0.9887825846672058,0.9873324898071587,0.9987667798995972,0.0012332686455920339,jpeg,0.5977831482887268,0.9994282126426697,0.17606361210346222,9.155952798977595e-14
941abc998b8d1240818fe8e05bcafb9acccb8a16ac147d4602c7f777a84872d0,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/full_synthetic/full_synthetic_003635_941abc998b8d.png,sid_set,sid_set,flux,1,filtered_repost,Filtered Repost,-12.157760620117188,0.3499801456928253,5.247462468105368e-06,0.05736088380217552,0.5201348066329956,0,1,False,True,False,True,0.9426391161978245,0.0013271308271214366,0.9452312588691711,0.9439041280420497,0.9941950440406799,0.005804980639368296,jpeg,0.6479331851005554,0.9631388783454895,0.2375638335943222,0.004129744024846917
